menus_id,名字,收藏,浏览,工艺,口味,时间,难度,主料,辅料
2157,红红火火，香辣红烧肉, 1102 收藏 , 10533 浏览,烧,香辣味,30分钟,高级厨师,['五花肉 800克'],"['盐 6克', '油 适量', '冰糖 10克', '老抽 2毫升', '生抽 3毫升', '白酒 少许', '料酒 1毫升', '香葱 10克', '辣椒 50克', '八角 1个', '陈皮 1块', '生姜 2片']"
3712,香烤羊腿, 22 收藏 , 7408 浏览,烤,其它口味,60分钟,高级厨师,['羊腿 1只（约800克）'],"['大葱 1段', '姜 1块', '料酒 3汤勺', '酱油 3汤勺', '蚝油 2汤勺', '盐 适量', '孜然 15克', '熟芝麻 15克', '土豆 2个', '洋葱 1个']"
3547,荷兰豆火腿肠, 8 收藏 , 3697 浏览,炒,家常味,30分钟,未知,"['荷兰豆 300克', '火腿肠 1个', '葱 1块', '姜 1块', '蒜 3颗', '胡萝卜 1块']","['大豆色拉油 20克', '盐 1克', '生抽 少许']"
8587,香辣千张肉丝, 10 收藏 , 7801 浏览,炒,香辣味,15分钟,初级入门,"['千张 420克', '猪肉 180克']","['油 10克', '盐 1克', '生抽 3克', '烤肉酱 15克', '青蒜 80克', '干红椒 5克']"
7039,排骨红烧猴头菇, 18 收藏 , 12506 浏览,烧,咸鲜味,30分钟,初级入门,"['排骨 500克', '猴头菇 200克']","['红烧酱油 2勺', '生抽 1勺', '醪糟 2勺', '姜 2片', '蒜 2瓣', '大料 2个', '八角 2个', '压锅酱 1勺']"
11929,盐焗鸡爪, 7 收藏 , 5869 浏览,煮,咸鲜味,2小时,未知,"['鸡爪 800克', '盐焗鸡粉 2包']","['姜片 2-3片', '大蒜 2-3小半']"
8933,胡萝卜肉丝炒年糕, 12 收藏 , 8875 浏览,炒,家常味,15分钟,未知,"['年糕 150克', '胡萝卜 1根', '猪肉 50克']","['辣椒 2个', '生姜 3克']"
6895,鱼肉烧卖, 7 收藏 , 9236 浏览,蒸,家常味,30分钟,新手尝试,"['鲮鱼肉末  100克', '饺子皮  100克', '香菜  15克', '生粉 3克']","['盐 3克', '糖 1克', '蚝油 3克', '辣椒粉 1克', '黑胡椒 1克']"
6122,家常辣子鸡, 52 收藏 , 22371 浏览,炒,麻辣味,30分钟,初中水平,['仔鸡 一只'],"['姜 适量', '蒜 适量', '葱 适量', '淀粉 适量', '料酒 适量', '盐 适量', '生抽 适量', '胡椒粉 适量', '鸡蛋黄 一个', '干辣椒 适量', '青椒 2个', '绿花椒 适量', '红花椒 适量', '小米椒 适量', '香菜 适量']"
6179,猪肉韭菜锅贴, 1089 收藏 , 9641 浏览,煎,咸鲜味,15分钟,新手尝试,"['中筋面粉 530克', '凉水 310克左右', '韭菜 300克', '肉馅 300克']","['盐 3克', '酱油 少许', '生抽 少许', '煎锅贴用植物油 少许']"
14371,葱烧牛蹄筋, 18 收藏 , 11975 浏览,烧,葱香味,90分钟,初中水平,"['牛蹄筋(熟) 250克', '大葱 2根']","['生抽 2汤匙', '鸡精 1/2茶匙', '老抽 1汤匙', '白糖 2茶匙', '蚝油 1汤匙', '盐 1/2茶匙', '姜 20克', '蒜 20克', '香菜 20克', '白酒 2汤匙', '植物油 适量']"
8288,西兰花手指饼, 4 收藏 , 3373 浏览,蒸,家常味,30分钟,中级掌勺,"['面粉 适量', '西蓝花 适量']","['鸡蛋 适量', '奶粉 适量']"
12018,牛尾骨炖萝卜, 17 收藏 , 8232 浏览,炖,家常味,数小时,未知,"['牛尾骨 1/2根约1200克', '白萝卜 1根']","['料酒 10毫升', '姜 6克', '青花椒 1小撮', '香菜 1棵', '枸杞 5克', '盐 3-5克', '清水 适量', '大葱 1棵']"
12144,蜜汁鸡翅饭【宝宝辅食】, 0 收藏 , 499 浏览,煎,咸鲜味,30分钟,新手尝试,"['鸡翅 6个', '番茄酱 20克', '淀粉 15克']","['油 适量', '鲜菇粉 适量', '酱油 适量', '姜片 适量', '素蚝油 适量', '葱段 适量']"
6960,红烧羊排, 1 收藏 , 10807 浏览,炖,酱香味,60分钟,未知,"['七鲜盐池滩羊羊小排 1份', '土豆 2个', '生姜 几片', '大料 2个', '香味 2片', '小葱 1根', '红烧酱 适量']",['清水 适量']
2828,脆皮肠肉松章鱼包, 133 收藏 , 2096 浏览,烘焙,甜味,60分钟,新手尝试,"['高粉 400克', '糯米粉 50克', '牛奶 300克', '芝士炼乳 25克']","['盐 4克', '糖 35克', '酵母 8克', '黄油 40克', '脆皮肠 2根']"
14649,香煎小黄花鱼, 229 收藏 , 3052 浏览,煎,咸鲜味,15分钟,新手尝试,[' 小黄花鱼  450克'],"['葱 2段', '姜 4片', '料酒 1大勺', '椒盐 少许', '玉米淀粉 适量']"
5737,鸡蛋烧茄子, 4 收藏 , 4714 浏览,烧,家常味,30分钟,新手尝试,"['长茄子 200克', '鸡蛋 150克']","['盐  2克', '蒜  4克', '油  8克', '生抽  4克', '蚝油  3克', '香醋 2克']"
8636,秋葵炒虾仁, 209 收藏 , 2866 浏览,炒,家常味,15分钟,中级掌勺,"['基围虾 500克', '秋葵 400克', '姜片 几片', '小红尖椒 几个', '面粉 适量', '玉米淀粉 两勺']","['油 适量', '盐 适量', '欣和轻10酱油 3勺', '料酒 一勺']"
13891,韭菜汁鹅肝酱藕夹, 468 收藏 , 3953 浏览,炒,家常味,10分钟,新手尝试,"['鸡脯肉 100克', '莲藕 100克', '韭菜 80克', '鹅肝酱 80克', '虾仁 80克']","['西红柿皮 适量', '面包糠 适量', '椒盐 适量', '脆皮粉 适量']"
5784,熘肝尖, 142 收藏 , 3212 浏览,炒,咸鲜味,15分钟,新手尝试,"['猪肝 350克', '洋葱 半个', '胡萝卜 半个', '青椒 半个']","['白胡椒粉  少许', '料酒 1大勺', '老抽 1小勺', '生抽 2大勺', '醋 1小勺', '糖 1小勺', '淀粉 适量']"
1103,香酥鸡排, 6 收藏 , 4418 浏览,炸,酱香味,30分钟,初中水平,['鸡腿肉 1块'],"['照烧酱 适量', '面包糠 适量', '鸡蛋液 适量', '食用油 适量', '地瓜粉 适量']"
7635,糖醋里脊, 3769 收藏 , 22475 浏览,炒,酸甜味,30分钟,未知,['小里脊 400克'],"['味极鲜 1勺', '淀粉 5克', '糖 10克', '醋 5克', '水（番茄汁） 50克', '油 适量', '白芝麻 1勺', '料酒 1勺', '盐（腌肉） 1茶匙', '面粉 100克', '鸡蛋 1个', '泡打粉 8克', '盐（面糊） 1茶匙', '水（面糊） 110克', '蕃茄酱 50克']"
3229,山药烧兔肉, 478 收藏 , 3517 浏览,烧,香辣味,15分钟,新手尝试,"['兔肉 600克', '山药 1000克']","['豆瓣酱 1勺', '姜 1个', '蒜 2个', '黄豆酱 1勺', '辣椒 6颗', '生抽 1勺', '淀粉 1勺', '料酒 1勺']"
8977,香烤鸡翅中, 508 收藏 , 9865 浏览,烤,家常味,2小时,未知,['易盛玖灰芦花鸡翅中 6个'],"['大蒜 3瓣', '青红辣椒 各2个']"
11414,荷兰豆炒肉片, 0 收藏 , 6732 浏览,炒,咸鲜味,30分钟,未知,"['荷兰豆 200克', '猪肉 180克']","['料酒 一小勺', '生抽 两小勺', '盐 一小勺', '蒜 两瓣', '鸡精 一小勺']"
12834,莲藕墨鱼筒骨汤, 11 收藏 , 6869 浏览,煲,家常味,90分钟,初级入门,"['筒骨  400克', '莲藕 1节', '干墨鱼 2条', '胡萝卜 半根']","['姜 2片', '盐 适量']"
12503,红烧肉, 5 收藏 , 7363 浏览,烧,咸鲜味,60分钟,未知,['五花肉 1000克'],"['八角 1个', '大料 1个', '姜 3块', '蒜 3个', '红糖 50克', '冰糖 50克 ']"
14184,西兰花玉米鸡肉糕（芝士焗烤版）, 3 收藏 , 3736 浏览,烧,咸鲜味,60分钟,未知,"['鸡胸肉 300克', '黑胡椒粉 1克', '芝士碎 30克', '玉米淀粉 10克', '西兰花 200克', '南瓜 200克', '甜玉米 1个', '姜 3片', '橄榄油 10克', '盐 5克', '蚝油 5克', '生抽 5克']",['披萨草 适量']
1139,荷兰豆炒虾仁, 7 收藏 , 5058 浏览,炒,咸鲜味,15分钟,未知,"['荷兰豆 150克', '虾仁 100克', '蒜 10克']","['油 0.5勺', '盐 2匙', '味精 0.2匙']"
8873,红烧排骨懒人版本，只需要一个电压力锅哟, 18 收藏 , 1517 浏览,炖,家常味,30分钟,初级入门,['排骨 400克'],"['料酒 1勺', '味极鲜 1勺', '蚝油 1勺', '老抽 1勺', '糖 1勺', '姜粉 少许', '蒜末 少许', '葱段 适量', '胡椒粉 少许', '香叶 1片', '白芝麻 少许']"
5961,清蒸鲈鱼, 33 收藏 , 4440 浏览,蒸,家常味,10分钟,未知,['鲈鱼 一条'],"['盐 适量', '料酒 适量', '葱 适量', '红椒 适量', '姜 适量', '洋葱 适量', '蒸鱼豉油 适量', '清水 适量', '白糖 少许']"
4844,11分钟，做一锅奥尔良烤鸡翅，鲜嫩多汁, 260 收藏 , 3183 浏览,烤,咸鲜味,15分钟,新手尝试,"['鸡翅中 6个', '奥尔良腌肉料 适量']",['蜂蜜 适量']
10980,香菇炒肉丝, 3 收藏 , 1836 浏览,炒,家常味,10分钟,新手尝试,"['猪肉 300克', '鲜香菇 3朵', '青椒 半个']","['味达美葱姜料酒 1大勺', '味达美初榨原酿生抽 2大勺', '味达美臻品蚝油 1大勺', '姜 2片', '葱 1段', '蒜 2瓣']"
6730,蔬菜鱼饼【宝宝辅食】, 7 收藏 , 4801 浏览,烙,家常味,10分钟,新手尝试,"['鳕鱼 100克', '山药 80克', '玉米粒 30克', '面粉 30克']","['胡萝卜 15克', '西蓝花 15克 ', '香菇 1个', '油 / 鲜菇粉 / 柠檬 适量']"
11982,枸杞芽炒肉, 510 收藏 , 5529 浏览,炒,家常味,5分钟,新手尝试,"['枸杞芽 400克', '里脊肉 200克']","['枸杞 10克', '大葱 20克', '姜 10克', '干辣椒 2个', '料酒 10毫升', '淀粉 1克', '生抽 10毫升', '花生油 10毫升', '盐 1克']"
6436,黄瓜凉粉, 463 收藏 , 5515 浏览,冻,香辣味,30分钟,中级掌勺,"['黄瓜 530克', '凉粉 50克']","['蒜末 一勺', '白芝麻 一勺', '辣椒粉 一勺', '植物油 两勺', '生抽 两勺', '米醋 一勺']"
1738,鲍鱼花螺炖鸡 【孔老师教做菜】, 475 收藏 , 2976 浏览,烧,家常味,5分钟,新手尝试,"['草鸡 1只', '鲍鱼 8个', '花螺 300克', '洋葱 50克', '红椒 1个', '蒜苗 适量']","['盐 5克', '料酒 30克', '白糖 10克', '生抽 15克', '老抽 5克', '蚝油 30克', '葱姜蒜 适量', '胡姬花古法一九一八花生油 适量']"
5154,好吃下饭的红烧鱼块，滋味十足, 6 收藏 , 4347 浏览,炖,家常味,15分钟,初级入门,"['草鱼 1条', '啤酒 1罐', '面粉 1小碗']","['盐 适量', '葱姜 适量', '生抽 2勺', '白糖 1勺']"
11129,快手解馋的午餐肉酥皮卷, 327 收藏 , 1927 浏览,烤,家常味,10分钟,初级入门,['手抓饼 1张'],['午餐肉 1块']
5233,西葫芦炒鸡蛋, 13 收藏 , 3477 浏览,炒,家常味,10分钟,未知,"['西葫芦 1个', '鸡蛋 2个']",['虾皮 少许']
12378,午餐肉米饭盒子【宝宝辅食】, 525 收藏 , 4537 浏览,烙,家常味,10分钟,新手尝试,"['米饭 150克', '鸡蛋 1个', '胡萝卜 15克', '豌豆 15克']","['午餐肉 1块', '油 / 鲜菇粉  适量']"
12212,腊肠炒萝卜干, 2 收藏 , 4124 浏览,炒,香辣味,10分钟,新手尝试,"['萝卜干 半斤', '腊肠 150克', '干辣椒 3个']","['食用油 10克', '葱花 适量']"
4133,黄豆辣椒酱蒸四季豆, 395 收藏 , 3225 浏览,炒,酱香味,10分钟,初中水平,"['四季豆 400克', '自制黄豆辣椒酱 20克']","['植物油 适量', '生抽 5克', '鸡精 1克', '香葱 一根']"
14820,香辣口水鸡, 4 收藏 , 5659 浏览,蒸,麻辣味,30分钟,新手尝试,"['鸡大腿 1个', '油辣子 4勺', '酱油 2勺', '花生油 1小勺']","['米醋 1勺', '盐 2克', '姜片 4片', '米酒 2勺', '大蒜 10克', '黄瓜 1根']"
6448,笋子红烧肉, 1089 收藏 , 8656 浏览,烧,家常味,60分钟,中级掌勺,"['笋子（干） 100克', '五花肉 650克']","['植物油 200毫升', '老姜 5片', '大蒜 4粒', '小葱 2颗', '冰糖 20克', '干辣椒 4个', '花椒 1勺', '八角 2个', '香叶 1片', '酱油 4大勺', '料酒 1勺', '盐 2勺']"
14412,上汤苋菜, 11 收藏 , 6038 浏览,煮,家常味,15分钟,未知,"['苋菜 1把', '皮蛋 1个', '咸鸭蛋 1个']","['大蒜 2瓣', '小米辣 2个']"
10439,红烧鸡爪, 7 收藏 , 5459 浏览,炖,咸鲜味,60分钟,初中水平,['鸡爪 适量'],"['八角 5克', '花椒 5克', '山楂 5克', '香叶 3克', '白芷 3克', '桂皮 6克', '姜片 20克', '料酒 10毫升', '食用油 10毫升', '白糖 5克', '水 400毫升', '盐 5克']"
4375,空气炸锅番茄炒蛋, 25 收藏 , 6641 浏览,烤,酸甜味,15分钟,中级掌勺,"['鸡蛋 4个', '番茄 1个']","['鸡精 1/2茶匙', '番茄沙司 1汤匙', '蜂蜜 1茶匙', '食盐 少许']"
9169,糖醋里脊, 812 收藏 , 82498 浏览,炸,酸甜味,15分钟,新手尝试,"['里脊肉 250克', '鸡蛋 1个', '面粉 适量', '京葱 1/4根']","['番茄酱 2-3大匙', '白胡椒粉 1茶匙', '白糖 1汤匙', '盐 1/2茶匙', '白醋 2茶匙', '料酒 2大匙', '水淀粉 少许']"
13208,春天不可错过，野菜这样吃味道超赞…蒸豌, 399 收藏 , 9968 浏览,蒸,家常味,30分钟,未知,"['豌豆苗 500克', '面粉 适量']","['盐 适量', '蒜瓣 10瓣', '蒜苗 2根', '生抽 2勺', '陈醋 2勺', '白糖 1勺', '油辣椒 1勺', '芝麻油 适量']"
681,蒜蓉粉丝扇贝, 1165 收藏 , 11244 浏览,蒸,咸鲜味,15分钟,初级入门,"['扇贝 6只', '蒜蓉 50克', '白粉丝 50克']","['生抽 2匙', '盐 3克', '葱沫 3克']"
3713,韭菜炒绿豆芽, 21 收藏 , 3476 浏览,炒,家常味,15分钟,初级入门,"['韭菜    300克', ' 绿豆芽     500克']","[' 盐   适量', '胡椒    适量', ' 味精   适量 ']"
4004,香辣干锅翅中, 17 收藏 , 30564 浏览,干锅,香辣味,15分钟,新手尝试,['鸡翅中 400克'],"['洋葱 200克', '土豆 400克', '干辣椒 10克', '青花椒 5克', '小葱 2根', '姜 20克', '蒜 5瓣', '郫县豆瓣酱 2勺', '生抽（腌制） 1勺', '生抽（炒制） 1勺', '蚝油 1勺', '料酒 1勺', '糖 1小勺', '盐 半小勺', '熟白芝麻 适量', '香菜 1颗']"
4639,虾三鲜水饺, 11 收藏 , 13509 浏览,煮,家常味,30分钟,初级入门,"['鲜虾仁 200克', '韭菜 250克', '猪肉馅 100克', '饺子皮 适量']","['食盐 2小勺', '植物油 1大勺', '花椒 少许', '生抽 2勺', '白胡椒粉 少许', '生姜 少许', '香油 几滴', '白醋 1小勺']"
12161,蒜香鸡翅, 10368 收藏 , 26084 浏览,煎,蒜香味,15分钟,初级入门,['鸡翅 6个'],"['生抽 1勺', '老抽 半勺', '蒜 1个', '料酒 1勺', '油 少许', '糖 少许', '干红辣椒 1根', '葱花 少许']"
4525,鱼香茄子煲, 367 收藏 , 4632 浏览,烧,酱香味,30分钟,初级入门,"['长茄子  2条', '猪肉馅 100克', '青椒 20克', '红椒 20克']","['蒜 3瓣', '辣椒 1只', '小葱 2根', ' 豆瓣酱  1小勺', '糖 1茶匙', '香醋 4汤匙', '生抽 2汤匙', '玉米淀粉 适量', '油 适量']"
3429,洋葱炒牛肉, 0 收藏 , 11470 浏览,炒,葱香味,5分钟,初级入门,"['牛里脊 300克', '紫皮洋葱 1个']","['小葱 2棵', '油 适量', '生抽 少许', '盐 适量']"
9693,自制午餐肉, 15 收藏 , 26945 浏览,蒸,咸鲜味,60分钟,中级掌勺,['猪肉(肥瘦) 1000克'],"['大葱 50克', '淀粉 90克', '面粉 60克', '高汤 120克', '鸡蛋 1个', '姜末 15克', '胡椒粉 3克', '白糖 20克', '盐 10克', '蚝油 15克', '料酒 15克', '生抽 30克', '食用油 15克']"
1209,红烧鸭肉, 484 收藏 , 16671 浏览,焖,家常味,30分钟,未知,['鸭 半只'],"['姜 2片', '盐 适量', '蒜 4颗', '八角 1颗', '香叶 2片', '桂皮 4块', '花椒 少许', '酱油 1勺', '老抽 1勺', '料酒 1勺']"
13201,酸菜猪肉馅水饺, 803 收藏 , 4454 浏览,煮,咸鲜味,60分钟,初级入门,"['高筋粉 400克', '五花肉 350克', '酸菜 半棵']","['油 适量', '盐 适量', '五香粉 适量', '葱 适量', '姜 适量', '蘑菇粉 案例', '料酒 少许', '生抽 适量', '老汤 适量']"
5973,酸辣牛肉粉, 445 收藏 , 4358 浏览,煮,红油味,15分钟,新手尝试,"['江西米粉(干） 125克', '熟牛肉 1小块', '娃娃菜 3片', '新鲜香菇 2个', '榨菜 适量', '香菜 适量', '炒花生 适量', '辣椒油 适量', '酸萝卜 适量']","['盐 适量', '生抽 适量', '卤水 适量', '醋 适量']"
8842,糖醋带鱼, 8 收藏 , 5206 浏览,烧,酸甜味,15分钟,未知,['带鱼 一条'],"['料酒 适量', '胡椒粉 少许', '姜 适量', '葱 适量', '花椒粒 少许', '盐 适量', '白糖 三勺', '醋 四勺', '清水 五勺', '淀粉 适量']"
11821,花开富贵之茄子酿肉, 3 收藏 , 3780 浏览,蒸,家常味,30分钟,中级掌勺,"['茄子 一个', '猪肉 400克', '山药 半根']","['蚝油 10毫升', '生抽 20毫升', '料酒 20毫升', '大蒜 适量', '胡椒粉 适量', '盐 适量']"
5758,爆炒绿豆芽, 574 收藏 , 5202 浏览,炒,家常味,10分钟,新手尝试,"['绿豆芽  250克', '青辣椒  适量']","['干红辣椒  适量', '葱姜  适量', '油  10克', '盐  10克', '鸡精  5克', '醋 20克']"
7239,家常卤牛排, 84 收藏 , 25827 浏览,煮,家常味,2小时,未知,['牛排骨 4斤'],"['白糖 一大勺', '料酒 一大勺', '花椒大料香叶大香 适量', '生抽 一大勺', '老抽 半勺', '蚝油 半勺', '盐 适量', '葱姜 适量']"
2730,凉拌红极参, 6 收藏 , 15282 浏览,拌,咸鲜味,5分钟,新手尝试,"['红极参 50克', '彩椒 30克']","['香菜 适量', '蘑菇精 2克', '精盐 适量', '料酒 1勺', '香油 适量']"
13106,鱼腥草炖鸡汤, 749 收藏 , 9822 浏览,炖,咸鲜味,2小时,初级入门,"['鸡 半只', '鱼腥草 1把']","['盐 1勺', '姜 2块', '蜜枣 2颗', '水 适量']"
10067,3步教你做最好吃的麻辣豆腐，嫩滑入味，, 9 收藏 , 3892 浏览,炖,家常味,5分钟,初级入门,['北豆腐 1块'],"['橄榄调和油适量 适量', '呷哺呷哺台式xo麻婆炒酱 1包', '葱姜蒜 适量']"
1874,蛋羹蒸鲈鱼片, 499 收藏 , 5936 浏览,蒸,咸鲜味,15分钟,未知,"['鲈鱼 1条', '鸡蛋 1个']","['生抽 15毫升', '清水 50毫升', '鸡精 3克', '芝麻香油 5毫升', '葱 1根']"
2522,蒜蓉苋菜, 3 收藏 , 6342 浏览,炒,家常味,5分钟,新手尝试,"['苋菜 少许', '蒜片 少许']","['葱末 少许', '盐 少许', '花生油 少许']"
14405,速冻冬瓜虾皮饺子, 5 收藏 , 2519 浏览,冻,家常味,30分钟,未知,"['猪肉馅 150克', '面粉 200克']","['冬瓜 适量', '耗油 少许', '花生油 少许', '虾皮 少许', '鸡蛋 少许', '香菜 少许', '料酒 少许', '十三香 少许', '酱油 少许', '盐 少许', '葱姜 适量']"
9720,虾仁荷兰豆, 451 收藏 , 4649 浏览,炒,咸鲜味,10分钟,未知,"['虾仁 100克', '荷兰豆 180克', '蒜 10克']","['油 10毫升', '盐 少许', '蚝油 一勺']"
12356,韩式煎茄子, 2 收藏 , 5136 浏览,煎,香辣味,15分钟,新手尝试,['茄子 1个'],"['生抽 2大匙', '青梅汁 1大匙', '白胡椒粉 适量', '芝麻 1大匙', '香油 1大匙', '青红椒 1个', '油 适量']"
13085,蒜苗炒土豆丝, 1 收藏 , 7492 浏览,炒,家常味,30分钟,未知,"['土豆 3个', '蒜苗 100克', '葱 1块']","['大豆色拉油 15克', '盐 1克', '生抽 少许']"
14024,谁说炒土豆丝一定要放醋，我们今天炒个五, 344 收藏 , 4415 浏览,炒,五香味,15分钟,未知,"['土豆 1个', '红萝卜 半根', '蒜苗 根', '五香粉 1勺', '盐 1勺', '鸡粉 1勺', '清水 少许']",['油 适量']
14585,虾皮拍黄瓜, 455 收藏 , 2098 浏览,拌,酸甜味,30分钟,未知,"['黄瓜 一根', '虾皮 20克', '蒜片 少许']","['盐 少许', '鸡精 少许', '酱油 少许', '耗油 少许', '陈醋 少许', '白糖 少许', '香油 少许']"
10823,苋菜鸡蛋汤, 0 收藏 , 4959 浏览,煮,家常味,15分钟,新手尝试,"['苋菜 150克', '鸡蛋 3个']",[' 葱姜 淀粉 油 盐 蚝油 适量']
7781,红烧素鸡, 127 收藏 , 44721 浏览,烧,咸鲜味,30分钟,初级入门,['素鸡 350克'],"['油 适量', '姜 适量', '香葱 1根', '干辣椒 1个', '八角 2个', '冰糖 5g', '鲜酱油 10g', '老抽 5g', '蚝油 10g']"
12383,万能可乐菜谱~可乐香菇肉球, 28 收藏 , 4468 浏览,蒸,甜味,15分钟,未知,"['香菇 适量', '五花肉 适量', '可乐 适量']","['葱姜蒜 适量', '五香粉 适量', '糖和盐 适量', '小辣椒 适量', '胡萝卜 适量', '虾米 适量', '紫洋葱 适量', '料酒 适量', '生抽 适量', '味极鲜 适量', '蚝油 适量', '胡椒粉 适量']"
1766,简简单单也不失美味~~韭菜炒扇贝肉, 511 收藏 , 4525 浏览,炒,家常味,15分钟,初中水平,"['扇贝肉 150克', '韭菜 100克']","['油 5克', '盐 1克', '蚝油 3克', '料酒 10克', '姜 10克']"
9164,韭菜猪肉蒸饺, 1 收藏 , 5712 浏览,蒸,家常味,15分钟,未知,"['饺子皮 适量', '鸡蛋 1个', '韭菜 适量', '猪肉 适量']","['油 适量', '盐 适量', '酱油 适量']"
9317,酥炸小黄鱼, 108 收藏 , 24334 浏览,炸,鱼香味,30分钟,未知,['小黄鱼 9条'],"['盐 3克', '生粉 20克', '姜 1块', '葱 1根', '味极鲜 适量']"
8737,菠菜虾仁蒸蛋, 4 收藏 , 4209 浏览,蒸,家常味,15分钟,新手尝试,"['菠菜 150克', '虾仁  100克', '鸡蛋  3个']","['盐 1克', '香油 5克', '蒸鱼豉油 20毫升']"
6582,京酱肉丝, 3 收藏 , 7860 浏览,炒,酱香味,10分钟,未知,['外脊肉 1块'],"['黄豆酱 适量', '葱丝 适量', '白糖 少许', '白胡椒粉 少许', '黄酒 半勺', '淀粉 少许', '精盐 少许']"
4687,酸菜鱼南方菜，因为它简单开胃，北方人家, 3 收藏 , 3561 浏览,煮,麻辣味,30分钟,新手尝试,['草鱼 适量'],"['植物油 一勺', '酸菜鱼调料包 一个']"
7513,素炒茄子, 9 收藏 , 3989 浏览,烧,家常味,15分钟,初级入门,['茄子 300克'],"['葱姜蒜  适量', '干红辣椒  适量', '花椒  适量', '油 盐  各10克', '白糖  10克', '酱油 5克', '醋  5看', '蚝油 3克']"
10577,过年硬菜之一：芋头大盘鸡，保证一上桌就, 501 收藏 , 5155 浏览,炒,咸鲜味,30分钟,未知,"['童子鸡 1.35公斤', '白糖 30克', '盐 8克', '积分 5克', '五香粉 5克', '开水 适量', '生抽 20克', '老抽 20克', '芋头 1斤', '大蒜 1头', '青椒 1个', '洋葱 1个', '八角 2个', '桂皮 1节', '香叶 2片', '食用油 50克']",['炒锅 1个']
8563,简易羊肉煲, 0 收藏 , 3466 浏览,炖,咸鲜味,30分钟,初级入门,"['熟羊肉 150克', '白萝卜 半根']","['大葱 半根', '生姜 3片', '花椒 30粒', '八角 2粒', '香叶 2片', '桂皮 1小段', '植物油 1大勺', '冰糖 6粒', '生抽 1大勺', '料酒 1大勺', '蚝油 1大勺', '老抽 1大勺']"
